threshold,smoothing_method,smoothing_alpha,consecutive_k,positive_records,future_support,predicted_positive_windows,future_precision,future_recall,events,detected_events,event_recall,median_lead_time_sec,false_alert_windows,false_alert_episodes,patient_hours,false_alert_episodes_per_patient_hour,score_name,gate_passed
0.05,raw,1.0,2,8,91,643,0.07309486780715396,0.5164835164835165,13,5,0.38461538461538464,240.0,521,42,11.574999999999998,3.628509719222463,tachy_vs_normal,False
0.06,raw,1.0,2,8,91,606,0.06930693069306931,0.46153846153846156,13,5,0.38461538461538464,240.0,490,43,11.574999999999998,3.714902807775379,tachy_vs_normal,False
0.08,raw,1.0,2,8,91,547,0.06581352833638025,0.3956043956043956,13,5,0.38461538461538464,240.0,437,37,11.574999999999998,3.196544276457884,tachy_vs_normal,False
0.1,raw,1.0,2,8,91,505,0.055445544554455446,0.3076923076923077,13,5,0.38461538461538464,240.0,410,36,11.574999999999998,3.110151187904968,tachy_vs_normal,False
0.12,raw,1.0,2,8,91,463,0.056155507559395246,0.2857142857142857,13,5,0.38461538461538464,240.0,376,35,11.574999999999998,3.0237580993520523,tachy_vs_normal,False
0.15,raw,1.0,2,8,91,404,0.06188118811881188,0.27472527472527475,13,5,0.38461538461538464,240.0,330,37,11.574999999999998,3.196544276457884,tachy_vs_normal,False
0.2,raw,1.0,2,8,91,349,0.06876790830945559,0.26373626373626374,13,4,0.3076923076923077,210.0,281,34,11.574999999999998,2.937365010799137,tachy_vs_normal,False
0.25,raw,1.0,2,8,91,314,0.07643312101910828,0.26373626373626374,13,4,0.3076923076923077,210.0,246,25,11.574999999999998,2.1598272138228944,tachy_vs_normal,False
0.3,raw,1.0,2,8,91,280,0.08571428571428572,0.26373626373626374,13,4,0.3076923076923077,210.0,214,22,11.574999999999998,1.9006479481641472,tachy_vs_normal,False
0.4,raw,1.0,2,8,91,234,0.10256410256410256,0.26373626373626374,13,4,0.3076923076923077,190.0,177,20,11.574999999999998,1.7278617710583157,tachy_vs_normal,False
0.5,raw,1.0,2,8,91,186,0.12903225806451613,0.26373626373626374,13,3,0.23076923076923078,220.0,135,21,11.574999999999998,1.8142548596112316,tachy_vs_normal,False
0.6,raw,1.0,2,8,91,127,0.15748031496062992,0.21978021978021978,13,3,0.23076923076923078,200.0,94,16,11.574999999999998,1.3822894168466526,tachy_vs_normal,False
0.7,raw,1.0,2,8,91,65,0.07692307692307693,0.054945054945054944,13,3,0.23076923076923078,200.0,53,6,11.574999999999998,0.5183585313174948,tachy_vs_normal,True
0.8,raw,1.0,2,8,91,46,0.0,0.0,13,2,0.15384615384615385,30.0,44,6,11.574999999999998,0.5183585313174948,tachy_vs_normal,False
0.02,ewma,0.65,1,8,91,984,0.06707317073170732,0.7252747252747253,13,8,0.6153846153846154,240.0,818,60,11.574999999999998,5.183585313174947,tachy_vs_normal,False
0.03,ewma,0.65,1,8,91,884,0.07352941176470588,0.7142857142857143,13,8,0.6153846153846154,240.0,734,57,11.574999999999998,4.9244060475162,tachy_vs_normal,False
0.04,ewma,0.65,1,8,91,818,0.07701711491442542,0.6923076923076923,13,6,0.46153846153846156,225.0,675,54,11.574999999999998,4.665226781857452,tachy_vs_normal,False
0.05,ewma,0.65,1,8,91,763,0.07601572739187418,0.6373626373626373,13,5,0.38461538461538464,250.0,629,60,11.574999999999998,5.183585313174947,tachy_vs_normal,False
0.06,ewma,0.65,1,8,91,717,0.0697350069735007,0.5494505494505495,13,5,0.38461538461538464,250.0,591,56,11.574999999999998,4.838012958963284,tachy_vs_normal,False
0.08,ewma,0.65,1,8,91,654,0.0672782874617737,0.4835164835164835,13,5,0.38461538461538464,250.0,534,50,11.574999999999998,4.319654427645789,tachy_vs_normal,False
0.1,ewma,0.65,1,8,91,600,0.06,0.3956043956043956,13,5,0.38461538461538464,250.0,491,56,11.574999999999998,4.838012958963284,tachy_vs_normal,False
0.12,ewma,0.65,1,8,91,552,0.05434782608695652,0.32967032967032966,13,5,0.38461538461538464,250.0,453,47,11.574999999999998,4.060475161987042,tachy_vs_normal,False
0.15,ewma,0.65,1,8,91,502,0.055776892430278883,0.3076923076923077,13,5,0.38461538461538464,250.0,411,46,11.574999999999998,3.974082073434126,tachy_vs_normal,False
0.2,ewma,0.65,1,8,91,417,0.05755395683453238,0.26373626373626374,13,4,0.3076923076923077,220.0,343,42,11.574999999999998,3.628509719222463,tachy_vs_normal,False
0.25,ewma,0.65,1,8,91,366,0.06557377049180328,0.26373626373626374,13,4,0.3076923076923077,220.0,292,35,11.574999999999998,3.0237580993520523,tachy_vs_normal,False
0.3,ewma,0.65,1,8,91,332,0.07228915662650602,0.26373626373626374,13,4,0.3076923076923077,220.0,261,23,11.574999999999998,1.987041036717063,tachy_vs_normal,False
0.4,ewma,0.65,1,8,91,272,0.08823529411764706,0.26373626373626374,13,4,0.3076923076923077,220.0,210,25,11.574999999999998,2.1598272138228944,tachy_vs_normal,False
0.5,ewma,0.65,1,8,91,219,0.1095890410958904,0.26373626373626374,13,3,0.23076923076923078,220.0,164,21,11.574999999999998,1.8142548596112316,tachy_vs_normal,False
0.6,ewma,0.65,1,8,91,162,0.14814814814814814,0.26373626373626374,13,3,0.23076923076923078,210.0,116,20,11.574999999999998,1.7278617710583157,tachy_vs_normal,False
0.7,ewma,0.65,1,8,91,83,0.10843373493975904,0.0989010989010989,13,3,0.23076923076923078,200.0,64,11,11.574999999999998,0.9503239740820736,tachy_vs_normal,True
0.8,ewma,0.65,1,8,91,55,0.01818181818181818,0.01098901098901099,13,3,0.23076923076923078,0.0,51,5,11.574999999999998,0.43196544276457893,tachy_vs_normal,False
0.02,ewma,0.65,2,8,91,917,0.0697928026172301,0.7032967032967034,13,8,0.6153846153846154,215.0,761,37,11.574999999999998,3.196544276457884,tachy_vs_normal,False
0.03,ewma,0.65,2,8,91,818,0.07701711491442542,0.6923076923076923,13,6,0.46153846153846156,210.0,679,39,11.574999999999998,3.3693304535637156,tachy_vs_normal,False
0.04,ewma,0.65,2,8,91,759,0.08036890645586298,0.6703296703296703,13,5,0.38461538461538464,240.0,623,38,11.574999999999998,3.2829373650108,tachy_vs_normal,False
0.05,ewma,0.65,2,8,91,698,0.07449856733524356,0.5714285714285714,13,5,0.38461538461538464,240.0,571,37,11.574999999999998,3.196544276457884,tachy_vs_normal,False
0.06,ewma,0.65,2,8,91,656,0.06707317073170732,0.4835164835164835,13,5,0.38461538461538464,240.0,537,37,11.574999999999998,3.196544276457884,tachy_vs_normal,False
0.08,ewma,0.65,2,8,91,600,0.065,0.42857142857142855,13,5,0.38461538461538464,240.0,486,35,11.574999999999998,3.0237580993520523,tachy_vs_normal,False
0.1,ewma,0.65,2,8,91,541,0.06284658040665435,0.37362637362637363,13,5,0.38461538461538464,240.0,437,32,11.574999999999998,2.7645788336933053,tachy_vs_normal,False
0.12,ewma,0.65,2,8,91,499,0.05410821643286573,0.2967032967032967,13,5,0.38461538461538464,240.0,408,32,11.574999999999998,2.7645788336933053,tachy_vs_normal,False
0.15,ewma,0.65,2,8,91,448,0.05803571428571429,0.2857142857142857,13,5,0.38461538461538464,240.0,367,26,11.574999999999998,2.2462203023758103,tachy_vs_normal,False
0.2,ewma,0.65,2,8,91,375,0.064,0.26373626373626374,13,4,0.3076923076923077,210.0,303,24,11.574999999999998,2.073434125269979,tachy_vs_normal,False
0.25,ewma,0.65,2,8,91,331,0.07250755287009064,0.26373626373626374,13,4,0.3076923076923077,210.0,259,18,11.574999999999998,1.555075593952484,tachy_vs_normal,False
0.3,ewma,0.65,2,8,91,307,0.0781758957654723,0.26373626373626374,13,4,0.3076923076923077,210.0,240,15,11.574999999999998,1.2958963282937368,tachy_vs_normal,False
0.4,ewma,0.65,2,8,91,244,0.09836065573770492,0.26373626373626374,13,4,0.3076923076923077,190.0,187,14,11.574999999999998,1.209503239740821,tachy_vs_normal,False
0.5,ewma,0.65,2,8,91,196,0.12244897959183673,0.26373626373626374,13,3,0.23076923076923078,210.0,144,16,11.574999999999998,1.3822894168466526,tachy_vs_normal,False
0.6,ewma,0.65,2,8,91,138,0.17391304347826086,0.26373626373626374,13,3,0.23076923076923078,200.0,97,14,11.574999999999998,1.209503239740821,tachy_vs_normal,False
0.7,ewma,0.65,2,8,91,63,0.06349206349206349,0.04395604395604396,13,3,0.23076923076923078,130.0,54,3,11.574999999999998,0.2591792656587474,tachy_vs_normal,True
0.8,ewma,0.65,2,8,91,47,0.0,0.0,13,0,0.0,,47,3,11.574999999999998,0.2591792656587474,tachy_vs_normal,False
